order_id,order_line_id,product_id,base_price,quantity,rebate,currency,order_datetime,order_status,customer_id
820730,5971,72602,82.51,3,2.6,EUR,2023-03-10 22:41:28,COMPLETED,6828
150911,225,59151,74.65,7,3.55,EUR,2023-04-02 18:34:13,WAITING_PAYMENT,4294
231425,3968,37177,84.81,6,1.17,USD,2023-03-10 07:15:15,WAITING_PAYMENT,4567
971089,1040,97544,20.51,10,0.81,USD,2023-04-23 16:44:18,SHIPPED,7966
600806,4616,81961,79.92,6,9.29,EUR,2023-05-04 09:36:37,SHIPPED,8228
27849,9916,83602,19.69,2,6.66,EUR,2023-03-24 18:15:59,COMPLETED,1845
313040,8616,55752,48.92,2,5.29,EUR,2023-01-29 00:09:55,SHIPPED,6323
426751,5555,27159,37.14,5,4.21,EUR,2023-01-20 05:12:11,SHIPPED,7091
304948,9004,25553,62.41,7,5.48,EUR,2023-06-24 13:49:24,PROCESSING,8350
775071,7386,2029,24.03,6,1.85,EUR,2023-04-14 10:52:14,COMPLETED,1340
323335,5797,10678,83.94,7,9.41,EUR,2023-02-14 14:40:02,SHIPPED,651
161660,1358,36166,96.36,5,1.66,EUR,2023-02-18 06:36:58,PROCESSING,1128
294732,6959,17595,82.33,2,5.23,EUR,2023-04-29 01:44:33,PROCESSING,611
434846,6778,84054,79.55,7,6.18,EUR,2023-05-09 08:28:36,CANCELLED,6191
157674,2445,60894,53.58,4,2.24,EUR,2023-01-01 11:27:19,WAITING_PAYMENT,2406
393178,5071,23285,20.58,5,5.62,EUR,2023-04-27 14:47:32,CANCELLED,8337
993965,6719,31690,63.83,5,2.36,EUR,2023-06-15 05:59:37,PROCESSING,2144
77382,3610,64176,98.79,1,9.52,EUR,2023-01-13 21:32:33,PROCESSING,5611
851235,2694,36123,30.71,8,5.65,EUR,2023-03-31 16:46:58,SHIPPED,1347
11723,2656,46589,83.05,5,7.62,EUR,2023-03-01 07:33:12,COMPLETED,2027
204209,2585,40953,47.84,8,0.04,EUR,2023-01-28 11:04:48,WAITING_PAYMENT,3038
412102,4224,11767,40.25,5,6.11,EUR,2023-04-16 23:08:55,SHIPPED,3966
742605,8505,84834,76.68,1,2.21,EUR,2023-02-25 01:08:00,WAITING_PAYMENT,9692
719294,9137,32839,26.96,7,5.04,EUR,2023-03-08 22:16:43,WAITING_PAYMENT,622
143809,8742,28955,85.09,6,3.43,EUR,2023-03-05 19:33:59,COMPLETED,3537
425532,7379,16642,44.1,3,2.29,USD,2023-02-01 08:10:43,CANCELLED,1267
843317,5097,67383,54.14,10,4.21,EUR,2023-01-01 05:08:43,CANCELLED,3101
198577,1549,95053,64.41,10,4.79,EUR,2023-01-07 04:26:54,SHIPPED,5056
307982,8370,97650,92.65,8,9.38,EUR,2023-06-09 14:31:46,WAITING_PAYMENT,893
850590,8103,5466,73.36,10,7.84,EUR,2023-05-20 21:39:02,WAITING_PAYMENT,1643
707942,4627,42990,14.65,8,7.3,EUR,2023-04-06 08:02:19,WAITING_PAYMENT,8194
260345,4080,12017,23.01,5,2.83,EUR,2023-04-07 13:32:13,CANCELLED,5179
3402,227,7227,15.17,9,4.37,EUR,2023-01-02 14:26:22,SHIPPED,9445
879227,2684,55838,73.44,7,9.32,EUR,2023-06-19 03:14:38,COMPLETED,7138
496196,7555,51324,56.66,5,3.12,EUR,2023-04-06 20:53:25,PROCESSING,2670
777250,7817,92127,12.07,6,5.35,EUR,2023-05-17 02:48:26,CANCELLED,443
731304,3798,58264,57.58,5,0.39,EUR,2023-04-23 05:16:31,COMPLETED,6789
921915,8098,9825,14.17,1,1.43,EUR,2023-05-24 16:29:01,PROCESSING,9879
81360,7299,86296,93.24,9,8.79,EUR,2023-06-20 08:15:01,WAITING_PAYMENT,9293
172034,4261,21016,87.96,8,5.33,EUR,2023-04-22 19:27:15,SHIPPED,9568
537592,5038,24347,92.72,3,0.66,EUR,2023-03-07 01:22:20,SHIPPED,3052
583942,7071,77484,39.7,5,6.81,EUR,2023-02-19 21:35:25,PROCESSING,1444
69267,8313,10371,53.69,1,6.62,EUR,2023-05-16 11:48:09,CANCELLED,1664
966081,8928,42535,60.69,1,2.19,EUR,2023-05-06 18:11:45,CANCELLED,790
627903,5861,34899,66.59,10,1.55,EUR,2023-02-23 11:18:25,CANCELLED,9056
94088,9120,80435,54.91,1,9.16,USD,2023-04-09 22:42:43,WAITING_PAYMENT,808
348812,574,62878,56.17,2,5.59,EUR,2023-04-14 10:20:13,SHIPPED,4528
484047,1509,16411,56.79,4,6.24,EUR,2023-01-18 19:25:14,PROCESSING,9991
314276,6515,26837,93.47,3,7.19,EUR,2023-05-11 01:27:37,COMPLETED,7438
157398,3861,63153,65.59,4,5.03,EUR,2023-03-27 14:34:28,COMPLETED,7035
940459,6754,70036,68.98,5,7.88,EUR,2023-06-07 19:34:26,CANCELLED,3084
201785,4189,97867,59.48,10,1.49,EUR,2023-01-15 11:46:48,PROCESSING,1579
696921,2375,62870,73.84,7,1.64,EUR,2023-04-21 00:38:33,CANCELLED,3260
399844,5268,41754,42.03,4,5.5,EUR,2023-04-03 00:46:34,COMPLETED,8195
104884,875,74360,74.96,7,1.82,EUR,2023-01-08 18:14:30,SHIPPED,8795
566368,2602,82037,94.23,5,5.6,EUR,2023-04-09 13:19:55,COMPLETED,7659
658907,6661,20268,30.61,10,3.77,EUR,2023-04-06 05:57:52,PROCESSING,2199
230140,6284,90129,57.42,4,3.31,EUR,2023-04-06 07:14:28,CANCELLED,7231
406996,6510,92548,31.4,9,6.14,EUR,2023-03-14 13:18:39,SHIPPED,2387
513723,4568,68994,77.29,7,0.05,EUR,2023-03-29 18:07:12,CANCELLED,5386
880832,6860,38134,48.26,3,3.84,EUR,2023-01-12 04:01:49,PROCESSING,5083
304037,6887,32021,13.28,10,5.43,EUR,2023-03-13 03:02:31,CANCELLED,1789
724064,7313,86748,46.2,7,6.5,EUR,2023-02-19 01:56:42,WAITING_PAYMENT,1758
778518,9937,78052,83.14,8,6.1,EUR,2023-06-11 16:26:04,SHIPPED,9085
136604,7151,27930,75.81,4,2.8,EUR,2023-02-10 01:45:03,PROCESSING,7058
160872,728,74891,28.88,10,9.82,EUR,2023-04-15 18:41:01,SHIPPED,7824
633258,5202,23384,55.12,6,5.53,EUR,2023-01-22 12:23:26,CANCELLED,6588
329901,3491,24304,76.8,9,3.0,EUR,2023-03-01 03:37:03,WAITING_PAYMENT,8417
267071,8426,79558,16.25,1,7.06,EUR,2023-01-11 08:43:56,CANCELLED,987
973498,8870,25724,43.53,9,4.22,EUR,2023-01-13 03:11:02,CANCELLED,6788
969763,2959,46353,99.41,8,8.78,EUR,2023-02-27 10:26:10,COMPLETED,8907
519892,5322,69281,55.47,9,8.73,EUR,2023-04-15 22:06:37,CANCELLED,5168
305204,8712,13645,25.66,10,0.52,EUR,2023-03-03 20:31:16,COMPLETED,4961
112821,6073,49659,16.13,7,8.59,EUR,2023-03-30 12:36:53,WAITING_PAYMENT,5931
98618,8994,74003,33.7,4,5.63,EUR,2023-01-05 16:09:44,SHIPPED,2921
675727,6356,74973,88.53,2,4.92,EUR,2023-03-17 16:16:06,CANCELLED,2295
384725,2810,70161,77.43,6,3.39,EUR,2023-05-29 11:23:54,WAITING_PAYMENT,4045
856281,3632,40802,18.94,9,8.48,EUR,2023-05-07 22:13:17,PROCESSING,8276
747078,8187,44256,32.42,8,3.45,EUR,2023-01-23 15:50:41,CANCELLED,5068
650665,853,34571,23.04,3,7.25,EUR,2023-01-29 17:43:09,SHIPPED,2284
174116,4322,86854,17.69,2,8.25,EUR,2023-05-21 06:14:55,COMPLETED,6851
195484,5473,36660,62.65,6,2.72,EUR,2023-01-26 19:44:31,WAITING_PAYMENT,29
142696,7403,51575,87.39,3,4.81,EUR,2023-01-13 13:02:20,SHIPPED,1922
965980,6771,83070,78.85,8,8.68,EUR,2023-03-12 10:24:57,COMPLETED,1308
774046,4633,86376,59.73,1,4.57,EUR,2023-05-13 05:20:04,WAITING_PAYMENT,499
484910,7137,64494,73.76,3,3.52,EUR,2023-06-27 12:55:50,COMPLETED,4642
675587,16,12890,78.86,5,0.52,EUR,2023-02-10 08:28:40,COMPLETED,9146
978369,2074,50202,89.45,6,1.69,EUR,2023-04-15 11:07:27,SHIPPED,6480
277448,6679,43002,78.26,6,0.22,USD,2023-03-16 09:49:09,WAITING_PAYMENT,9998
504515,4672,52968,21.54,6,3.79,EUR,2023-06-22 13:36:07,WAITING_PAYMENT,5993
241562,3466,64918,24.3,6,5.27,USD,2023-03-06 06:20:24,SHIPPED,7770
496145,9975,50160,72.56,7,4.98,EUR,2023-02-05 19:34:29,COMPLETED,1362
900116,8120,63259,84.93,9,0.2,EUR,2023-03-17 07:29:29,COMPLETED,3809
253818,2882,92094,18.74,7,6.54,EUR,2023-06-25 21:43:23,CANCELLED,8905
843584,3278,43607,92.46,10,7.06,EUR,2023-01-04 14:03:19,CANCELLED,5418
186010,6061,31975,59.06,1,0.61,EUR,2023-01-02 00:48:52,CANCELLED,7934
319301,3568,8074,31.03,7,6.85,EUR,2023-03-25 18:20:37,SHIPPED,2014
808118,4133,3424,28.04,9,2.06,EUR,2023-05-18 00:46:27,WAITING_PAYMENT,6663
809940,1673,13689,62.13,10,9.42,EUR,2023-06-17 09:27:37,COMPLETED,7145
968589,3111,72406,87.68,9,7.12,EUR,2023-06-29 15:45:31,COMPLETED,2326
412307,8693,37232,76.8,7,6.2,EUR,2023-02-16 14:20:33,SHIPPED,7967
895142,9551,57082,43.19,5,6.45,EUR,2023-03-24 18:25:10,SHIPPED,620
417910,5576,74923,36.28,5,4.03,EUR,2023-01-04 10:01:57,CANCELLED,3589
335569,25,55225,87.44,6,0.48,EUR,2023-06-16 08:52:55,WAITING_PAYMENT,7089
299192,2032,46745,99.68,3,0.02,EUR,2023-01-18 23:28:04,COMPLETED,5628
838236,3292,60702,27.47,9,5.7,EUR,2023-02-17 06:17:28,WAITING_PAYMENT,5244
831238,7648,21766,68.85,9,8.12,EUR,2023-06-02 10:23:59,CANCELLED,6792
14548,9010,45765,81.09,7,0.22,EUR,2023-01-20 05:40:05,PROCESSING,3087
855399,3522,44584,35.5,7,9.4,EUR,2023-03-10 06:05:50,CANCELLED,2914
103687,6610,83682,33.59,2,4.43,EUR,2023-03-18 16:49:03,WAITING_PAYMENT,5177
872536,6911,31828,29.49,9,9.7,EUR,2023-03-02 07:19:40,WAITING_PAYMENT,5968
145459,4575,6389,48.19,8,3.56,EUR,2023-05-23 08:58:19,CANCELLED,3000
351802,7621,85874,68.72,5,0.48,EUR,2023-03-04 21:41:32,WAITING_PAYMENT,184
278168,6558,52003,82.37,5,2.72,EUR,2023-03-04 10:37:18,COMPLETED,4158
663901,6011,39024,14.9,2,9.98,EUR,2023-02-26 14:15:27,WAITING_PAYMENT,9409
119606,7624,57677,51.36,9,1.98,EUR,2023-06-16 13:01:49,PROCESSING,9663
959814,8985,90390,68.45,7,4.15,EUR,2023-01-21 12:33:14,WAITING_PAYMENT,5171
872794,4154,60672,79.89,10,5.69,EUR,2023-06-21 13:10:26,PROCESSING,3340
487912,7356,33627,38.72,5,3.68,EUR,2023-06-07 03:39:13,SHIPPED,7506
113151,7994,54593,46.91,10,9.1,EUR,2023-06-11 23:37:10,PROCESSING,1727
884867,6619,5978,50.22,7,2.76,EUR,2023-03-31 00:56:32,PROCESSING,2360
989718,4188,14844,68.76,6,6.56,EUR,2023-04-17 09:25:23,WAITING_PAYMENT,9966
671526,228,56905,23.98,9,5.32,EUR,2023-05-30 10:12:24,PROCESSING,1331
381971,4048,30874,81.05,8,2.13,EUR,2023-03-16 07:36:03,PROCESSING,9985
909503,2901,74228,79.97,8,0.19,EUR,2023-02-10 00:42:56,CANCELLED,3650
644534,4278,34964,17.45,5,1.14,EUR,2023-06-12 02:52:43,CANCELLED,7977
83413,3557,95206,84.21,7,8.19,EUR,2023-04-03 22:45:24,PROCESSING,9806
388351,3304,94454,36.2,9,3.87,EUR,2023-02-02 01:56:35,PROCESSING,240
624352,3656,91939,58.14,10,6.26,EUR,2023-01-22 22:39:48,SHIPPED,4005
789391,5982,28248,21.85,9,1.71,EUR,2023-02-15 11:30:42,SHIPPED,8578
11984,6997,17805,25.46,5,6.28,EUR,2023-01-10 07:53:24,WAITING_PAYMENT,3496
244767,7315,48189,51.52,7,2.37,EUR,2023-06-28 07:44:04,CANCELLED,1050
599206,8212,31453,69.42,5,3.17,EUR,2023-02-14 02:13:14,COMPLETED,4216
980057,8945,8512,43.17,2,8.39,EUR,2023-06-25 12:58:14,COMPLETED,1611
109305,8497,50652,77.51,10,2.8,EUR,2023-06-22 09:33:09,PROCESSING,5273
7098,1923,82834,43.77,1,4.02,EUR,2023-06-27 08:05:17,CANCELLED,8928
838046,9799,54365,64.94,4,7.99,EUR,2023-03-18 12:32:45,CANCELLED,612
248076,9453,64553,90.1,8,9.59,EUR,2023-03-01 13:24:54,COMPLETED,5874
778777,2785,35892,16.9,9,2.89,EUR,2023-04-26 13:52:34,COMPLETED,2420
825803,2378,47942,72.51,10,8.57,EUR,2023-05-07 19:43:01,COMPLETED,493
724582,1147,35252,53.28,5,6.94,EUR,2023-03-21 15:40:18,COMPLETED,6763
715475,8517,42115,93.62,7,8.8,EUR,2023-04-01 15:39:17,COMPLETED,5788
380512,2876,16400,18.23,10,7.77,EUR,2023-01-16 07:31:37,WAITING_PAYMENT,1711
91382,7388,29265,51.34,9,9.6,EUR,2023-01-13 20:54:24,WAITING_PAYMENT,4404
923905,751,87651,31.69,2,7.27,EUR,2023-06-21 14:20:08,CANCELLED,5307
124335,4696,98501,14.47,8,8.84,EUR,2023-02-13 19:24:29,WAITING_PAYMENT,797
444446,6054,56939,66.7,4,5.79,EUR,2023-03-25 04:21:59,WAITING_PAYMENT,3079
914943,6276,40347,10.43,8,5.54,EUR,2023-02-12 00:44:36,COMPLETED,6524
335679,3483,38776,96.02,9,4.26,EUR,2023-01-02 16:11:22,CANCELLED,7664
969894,4815,44733,99.13,9,4.79,EUR,2023-03-10 06:13:59,SHIPPED,1074
642283,9229,70005,69.03,2,7.33,EUR,2023-02-15 19:13:26,SHIPPED,2158
457090,5111,69369,50.61,9,1.89,EUR,2023-04-04 14:11:10,SHIPPED,4312
233764,3578,70710,29.56,9,4.36,EUR,2023-02-27 14:58:34,COMPLETED,1465
695993,3308,60681,28.4,9,7.5,EUR,2023-05-29 20:38:33,WAITING_PAYMENT,7125
935465,8432,1166,64.07,5,1.41,EUR,2023-01-22 17:01:15,COMPLETED,5400
585104,7029,89381,32.01,10,7.27,EUR,2023-01-11 10:36:52,SHIPPED,8218
641657,2276,48905,59.14,1,2.97,USD,2023-01-19 00:48:17,CANCELLED,3709
967633,1901,93052,68.5,6,2.62,EUR,2023-03-14 21:42:55,SHIPPED,8630
505181,4452,70256,48.88,10,7.97,EUR,2023-03-19 01:20:34,PROCESSING,8037
941536,1093,84684,56.97,9,8.71,EUR,2023-04-17 13:27:37,PROCESSING,922
395617,5106,25584,48.35,5,4.34,EUR,2023-01-25 03:11:25,CANCELLED,3059
33701,9552,17467,55.36,2,5.77,EUR,2023-01-06 04:28:55,COMPLETED,8915
959400,6461,32621,58.0,4,2.54,EUR,2023-03-01 22:46:12,PROCESSING,5732
967357,2832,63471,38.68,8,7.91,EUR,2023-01-18 12:39:22,CANCELLED,946
558462,6960,20425,15.47,8,1.53,EUR,2023-03-02 02:43:28,WAITING_PAYMENT,7288
462954,5800,16067,67.99,4,1.66,EUR,2023-01-27 08:48:29,PROCESSING,9177
228660,2331,50093,96.06,7,7.47,EUR,2023-06-13 04:10:36,PROCESSING,7212
533695,3431,14696,59.42,7,8.34,EUR,2023-01-26 12:10:48,CANCELLED,2707
932653,3096,90900,70.59,8,3.37,EUR,2023-04-03 02:19:23,COMPLETED,2040
104006,4142,36090,58.58,6,5.29,EUR,2023-06-05 08:57:16,WAITING_PAYMENT,4941
353155,7748,73609,79.4,1,0.61,EUR,2023-03-26 16:07:58,COMPLETED,964
723589,178,57307,16.15,10,5.36,EUR,2023-03-23 04:13:04,PROCESSING,7589
663157,8865,12168,94.86,2,6.08,USD,2023-06-28 20:49:03,PROCESSING,4599
945829,1297,75324,40.72,4,4.79,EUR,2023-01-10 09:29:06,COMPLETED,8513
477368,4417,82252,46.88,5,1.45,EUR,2023-02-14 03:29:15,SHIPPED,5375
167400,2381,54595,95.01,4,8.75,EUR,2023-03-24 10:34:44,PROCESSING,5326
449096,8204,84971,38.39,7,4.89,EUR,2023-04-29 04:27:51,COMPLETED,8698
656717,9731,53241,67.47,9,4.94,EUR,2023-01-08 12:04:58,CANCELLED,5201
595292,3536,38799,86.72,5,1.45,EUR,2023-04-06 04:42:12,COMPLETED,7037
893941,9599,82042,55.64,4,4.38,EUR,2023-02-16 08:26:46,COMPLETED,236
535739,4582,8842,61.34,2,9.28,EUR,2023-06-20 13:56:52,WAITING_PAYMENT,6212
578193,2301,9170,40.51,8,6.6,EUR,2023-06-25 06:01:35,CANCELLED,7240
5474,9838,9,21.18,8,1.03,EUR,2023-06-29 04:00:16,COMPLETED,2
133949,4892,27307,44.0,7,8.26,EUR,2023-02-18 03:56:16,CANCELLED,6618
950313,9683,56973,36.72,4,4.61,EUR,2023-03-09 07:47:23,CANCELLED,351
728182,8930,20223,32.86,3,4.74,EUR,2023-01-20 17:48:55,PROCESSING,7121
588556,6942,98377,91.01,2,1.46,EUR,2023-03-11 02:50:10,WAITING_PAYMENT,4782
602492,9173,43794,54.36,8,5.12,EUR,2023-06-16 07:31:25,COMPLETED,53
788991,6227,66374,64.78,8,6.88,EUR,2023-05-24 13:02:45,WAITING_PAYMENT,6959
366241,9025,23446,50.3,1,2.06,EUR,2023-02-14 02:26:00,SHIPPED,7477
573572,2703,15663,14.27,1,4.72,EUR,2023-02-04 01:08:24,PROCESSING,6181
676814,9336,11029,26.48,6,1.84,EUR,2023-03-22 07:55:16,PROCESSING,4933
813432,9841,67491,56.7,5,0.24,EUR,2023-03-17 18:21:08,SHIPPED,1773
797546,1837,9813,23.43,9,7.32,EUR,2023-02-13 15:10:49,COMPLETED,6545
465553,5408,4949,69.89,2,7.4,EUR,2023-06-07 02:15:09,CANCELLED,110
518650,5382,94093,41.9,3,2.57,EUR,2023-05-06 23:22:04,SHIPPED,600
296467,7380,71108,21.98,5,3.85,EUR,2023-05-30 20:40:56,COMPLETED,5107
986083,389,23664,99.27,5,2.14,EUR,2023-05-25 11:53:17,SHIPPED,2855
528060,276,50474,24.94,10,2.88,EUR,2023-03-10 00:19:01,CANCELLED,1608
76353,4493,72593,80.28,5,6.55,EUR,2023-06-03 13:02:49,SHIPPED,6935
178714,2349,40217,87.84,8,9.82,EUR,2023-03-18 23:49:28,COMPLETED,3883
806052,2542,92420,55.41,1,4.4,EUR,2023-02-04 13:20:58,PROCESSING,2906
217997,7097,16155,90.22,7,5.32,EUR,2023-02-23 15:22:34,PROCESSING,5633
407077,4797,87879,71.36,4,5.79,EUR,2023-03-27 22:36:30,SHIPPED,7195
704468,339,93265,18.85,8,0.93,EUR,2023-05-04 19:46:29,SHIPPED,5758
7241,1014,90214,19.08,7,0.47,EUR,2023-02-24 05:44:07,WAITING_PAYMENT,3498
310917,9368,29239,44.2,2,3.82,EUR,2023-02-20 23:24:54,COMPLETED,4859
137830,5414,51044,47.83,7,5.37,EUR,2023-03-20 08:01:42,SHIPPED,5338
873963,8135,37751,56.29,3,4.67,EUR,2023-06-18 03:26:19,WAITING_PAYMENT,8217
902553,694,8935,54.53,3,4.13,EUR,2023-05-11 19:43:35,SHIPPED,4755
535346,2693,7805,84.7,6,5.94,EUR,2023-01-11 12:20:50,PROCESSING,3419
392072,5542,85086,42.69,9,8.31,EUR,2023-04-04 17:00:21,COMPLETED,5766
291063,7564,67192,66.1,9,5.32,EUR,2023-06-06 08:03:52,CANCELLED,799
108378,4780,93896,32.8,8,4.06,EUR,2023-05-24 03:04:16,CANCELLED,1806
84247,4352,49891,60.32,3,7.72,EUR,2023-01-06 23:59:19,PROCESSING,2051
780794,1450,35324,94.18,6,6.36,EUR,2023-03-26 17:24:20,WAITING_PAYMENT,3152
627662,8275,47676,50.72,8,0.39,EUR,2023-03-13 03:28:00,COMPLETED,1056
699778,7026,15376,70.67,1,9.66,EUR,2023-05-27 22:49:01,SHIPPED,5399
407363,6816,72144,71.97,6,4.0,EUR,2023-03-03 14:56:36,CANCELLED,591
830194,7793,65387,40.22,8,0.34,EUR,2023-01-22 00:21:04,PROCESSING,4024
787014,3303,95396,24.32,1,4.28,EUR,2023-05-26 21:27:53,CANCELLED,6708
320590,9559,86169,52.53,3,0.21,EUR,2023-06-27 16:42:37,SHIPPED,7388
913846,6890,58280,99.11,2,4.57,EUR,2023-03-24 10:24:38,SHIPPED,1063
392588,3320,77035,43.97,4,5.56,EUR,2023-05-05 06:00:51,CANCELLED,774
205168,8710,64839,49.48,1,2.33,EUR,2023-05-14 05:57:28,SHIPPED,6758
88721,626,50248,46.32,2,8.85,EUR,2023-06-20 13:55:31,COMPLETED,7614
715200,1575,64633,49.21,3,6.74,EUR,2023-02-14 15:34:38,SHIPPED,5310
560862,1397,89186,55.97,8,0.62,EUR,2023-03-04 08:10:06,WAITING_PAYMENT,7852
538710,3938,35900,83.41,6,9.06,USD,2023-05-19 11:43:55,COMPLETED,5130
211358,6224,74299,31.05,4,5.98,EUR,2023-02-07 09:58:08,CANCELLED,462
844578,2243,68464,61.98,3,9.52,EUR,2023-04-14 20:27:55,COMPLETED,5397
358482,5328,38271,14.16,3,9.77,EUR,2023-01-28 01:26:53,WAITING_PAYMENT,8136
683482,8882,29978,92.21,9,5.42,EUR,2023-03-04 11:09:31,WAITING_PAYMENT,4223
726957,3247,45534,68.03,5,4.91,EUR,2023-03-24 06:51:04,SHIPPED,3418
256173,3770,92674,77.93,7,9.64,EUR,2023-02-20 07:15:21,CANCELLED,5961
949044,5908,60026,32.59,3,8.87,EUR,2023-01-12 13:55:59,PROCESSING,3673
129906,9700,3043,56.93,7,6.59,EUR,2023-02-18 12:21:38,SHIPPED,5044
288759,1512,81856,36.09,2,4.54,EUR,2023-04-05 00:31:28,CANCELLED,1437
877357,7606,37699,93.68,10,6.13,EUR,2023-01-07 22:44:19,PROCESSING,7854
63813,5862,88448,82.12,7,3.12,EUR,2023-03-11 05:17:02,SHIPPED,8339
686103,6467,9042,58.28,9,9.78,EUR,2023-06-22 09:28:43,WAITING_PAYMENT,1633
960023,6285,54128,23.74,2,1.23,EUR,2023-03-09 02:55:45,SHIPPED,165
237755,5045,26281,43.24,6,2.42,EUR,2023-04-14 21:15:22,SHIPPED,7712
387828,9531,91513,27.81,3,5.07,EUR,2023-02-14 14:34:37,PROCESSING,9347
608458,7223,46586,84.93,2,0.28,EUR,2023-06-29 16:45:19,SHIPPED,6844
786575,3076,20542,13.88,8,4.07,EUR,2023-01-04 06:24:34,PROCESSING,2216
472848,7675,92203,38.47,2,0.38,EUR,2023-01-26 15:40:46,COMPLETED,6364
883469,2539,9912,34.87,8,9.95,EUR,2023-03-25 04:52:37,CANCELLED,9995
833214,2240,85810,49.19,9,9.95,EUR,2023-03-28 12:42:30,SHIPPED,5777
663073,7008,29703,28.75,8,1.78,EUR,2023-03-22 21:15:43,PROCESSING,6840
926417,7295,1002,35.04,3,2.88,EUR,2023-05-21 11:08:01,PROCESSING,5995
806311,3082,72522,100.0,4,0.23,EUR,2023-02-25 12:34:53,WAITING_PAYMENT,4706
45623,8276,72896,31.04,5,3.77,EUR,2023-01-21 13:58:05,COMPLETED,2065
800243,1487,58469,60.41,7,3.15,EUR,2023-06-17 23:50:30,CANCELLED,4109
449587,612,66584,66.92,10,8.06,EUR,2023-05-10 22:49:41,SHIPPED,4675
700973,9372,94212,43.77,1,8.65,EUR,2023-05-19 00:54:46,WAITING_PAYMENT,1715
363413,6401,32764,34.33,6,3.52,EUR,2023-04-27 10:06:27,SHIPPED,18
191504,331,83662,43.2,2,1.65,EUR,2023-04-17 12:55:56,PROCESSING,8086
44843,8318,30054,28.43,5,0.95,EUR,2023-02-10 13:47:40,COMPLETED,4228
278809,292,7265,86.94,9,1.76,EUR,2023-02-12 20:44:40,WAITING_PAYMENT,7057
301650,9902,41370,84.68,2,4.22,EUR,2023-01-12 10:20:52,PROCESSING,5443
432937,5984,37818,47.55,6,9.37,EUR,2023-06-11 22:48:03,SHIPPED,9545
370754,6066,30466,56.42,3,5.61,EUR,2023-02-08 17:38:44,SHIPPED,4706
801042,6304,47010,59.52,8,4.16,EUR,2023-06-21 17:26:43,COMPLETED,7906
495697,3930,60254,26.97,10,4.34,EUR,2023-01-02 01:14:05,WAITING_PAYMENT,8890
261731,995,46716,87.28,1,4.18,EUR,2023-06-14 20:31:30,SHIPPED,3349
672200,5007,62224,30.93,7,6.46,EUR,2023-05-26 22:21:41,PROCESSING,9599
193856,6581,89415,85.93,10,0.63,EUR,2023-03-18 01:56:53,CANCELLED,8534
907633,3496,10414,35.76,3,0.4,EUR,2023-02-14 23:24:18,COMPLETED,1361
698903,829,43301,75.87,10,8.88,EUR,2023-05-03 09:17:06,COMPLETED,4550
904106,3269,44299,12.37,6,0.36,EUR,2023-04-10 23:54:38,WAITING_PAYMENT,8311
218489,2972,91395,17.25,10,2.09,EUR,2023-06-12 18:18:05,WAITING_PAYMENT,7787
359379,4305,88880,40.99,3,0.33,USD,2023-04-04 23:29:40,SHIPPED,320
381782,3881,97122,74.57,10,1.53,EUR,2023-01-18 15:28:09,SHIPPED,6350
385497,7950,47777,30.82,5,9.0,EUR,2023-02-23 03:55:43,CANCELLED,4664
32194,8650,85517,75.27,3,8.51,EUR,2023-02-06 01:06:29,PROCESSING,4858
86286,4311,39636,59.91,2,9.56,EUR,2023-05-10 17:28:16,CANCELLED,6817
597115,1840,20184,37.11,1,4.1,EUR,2023-02-03 00:19:19,WAITING_PAYMENT,7707
212788,9412,78336,73.52,4,9.74,EUR,2023-02-03 21:31:10,PROCESSING,5418
180693,6453,34892,78.73,3,0.93,EUR,2023-02-03 08:24:00,CANCELLED,2070
701220,8816,46570,96.63,5,4.33,EUR,2023-03-08 20:34:54,CANCELLED,3862
332363,5849,49106,76.22,10,8.58,EUR,2023-02-22 15:14:29,SHIPPED,6188
265675,3799,19939,63.81,9,1.99,EUR,2023-06-07 21:21:29,COMPLETED,6889
52854,6607,87323,73.85,9,1.46,EUR,2023-03-21 08:14:59,CANCELLED,6398
942356,1308,52276,47.01,1,2.01,EUR,2023-05-20 17:03:54,CANCELLED,645
996417,3627,56421,50.51,6,4.06,EUR,2023-06-04 00:59:26,COMPLETED,3299
525292,8119,32161,94.58,10,2.27,EUR,2023-03-10 05:38:08,WAITING_PAYMENT,5494
303577,9001,82244,70.29,6,8.62,EUR,2023-05-16 00:41:07,CANCELLED,2161
353368,2629,70898,90.61,10,7.14,EUR,2023-05-30 12:42:09,CANCELLED,4500
463743,4690,85913,90.42,1,7.12,EUR,2023-06-19 01:32:21,CANCELLED,9391
147541,2351,86938,43.31,3,4.86,EUR,2023-06-29 03:54:45,CANCELLED,9454
172035,5992,10289,80.16,9,3.81,EUR,2023-03-15 05:11:51,WAITING_PAYMENT,4634
929114,9351,45695,52.98,9,9.63,EUR,2023-01-14 00:59:14,SHIPPED,1432
711573,3763,43975,33.87,4,9.45,EUR,2023-01-27 23:56:05,SHIPPED,8593
376364,8649,30332,52.2,6,0.58,EUR,2023-05-16 14:35:39,SHIPPED,2347
956385,7334,57742,41.81,9,7.98,EUR,2023-04-14 16:23:06,SHIPPED,1168
179344,6601,4307,14.06,9,7.12,EUR,2023-06-10 07:14:47,WAITING_PAYMENT,7633
107303,3184,7041,78.5,8,8.76,EUR,2023-04-14 10:13:55,PROCESSING,1369
